Term: learning                       Term Frequency: 129       
Term: students                       Term Frequency: 123       
Term: team                           Term Frequency: 86        
Term: teamwork                       Term Frequency: 80        
Term: analytics                      Term Frequency: 77        
Term: pedagogical                    Term Frequency: 58        
Term: reflection                     Term Frequency: 56        
Term: self                           Term Frequency: 56        
Term: were                           Term Frequency: 56        
Term: framework                      Term Frequency: 55        
Term: we                             Term Frequency: 43        
Term: awareness                      Term Frequency: 43        
Term: more                           Term Frequency: 43        
Term: competency                     Term Frequency: 42        
Term: group                          Term Frequency: 39        
Term: teachers                       Term Frequency: 36        
Term: program                        Term Frequency: 36        
Term: also                           Term Frequency: 35        
Term: collaborative                  Term Frequency: 34        
Term: research                       Term Frequency: 31        
Term: based                          Term Frequency: 30        
Term: 1                              Term Frequency: 27        
Term: dx.doi.org                     Term Frequency: 26        
Term: peer                           Term Frequency: 26        
Term: work                           Term Frequency: 25        
Term: model                          Term Frequency: 25        
Term: experience                     Term Frequency: 24        
Term: from                           Term Frequency: 23        
Term: other                          Term Frequency: 23        
Term: can                            Term Frequency: 23        
Term: visual                         Term Frequency: 22        
Term: 3                              Term Frequency: 21        
Term: design                         Term Frequency: 21        
Term: 2                              Term Frequency: 20        
Term: 4                              Term Frequency: 20        
Term: which                          Term Frequency: 20        
Term: collaboration                  Term Frequency: 20        
Term: what                           Term Frequency: 20        
Term: process                        Term Frequency: 20        
Term: sensemaking                    Term Frequency: 19        
Term: them                           Term Frequency: 19        
Term: time                           Term Frequency: 19        
Term: could                          Term Frequency: 19        
Term: analytic                       Term Frequency: 19        
Term: many                           Term Frequency: 18        
Term: student                        Term Frequency: 18        
Term: task                           Term Frequency: 18        
Term: stage                          Term Frequency: 17        
Term: http                           Term Frequency: 17        
Term: found                          Term Frequency: 17        
Term: how                            Term Frequency: 17        
Term: have                           Term Frequency: 16        
Term: concrete                       Term Frequency: 16        
Term: would                          Term Frequency: 16        
Term: our                            Term Frequency: 16        
Term: members                        Term Frequency: 16        
Term: tasks                          Term Frequency: 16        
Term: change                         Term Frequency: 16        
Term: assessment                     Term Frequency: 15        
Term: international                  Term Frequency: 15        
Term: social                         Term Frequency: 15        
Term: ratings                        Term Frequency: 15        
Term: each                           Term Frequency: 14        
Term: data                           Term Frequency: 14        
Term: some                           Term Frequency: 14        
Term: competencies                   Term Frequency: 14        
Term: micro                          Term Frequency: 14        
Term: learners                       Term Frequency: 14        
Term: future                         Term Frequency: 14        
Term: inquiry                        Term Frequency: 14        
Term: 5                              Term Frequency: 13        
Term: findings                       Term Frequency: 13        
Term: make                           Term Frequency: 13        
Term: trial                          Term Frequency: 13        
Term: profile                        Term Frequency: 13        
Term: behavior                       Term Frequency: 13        
Term: session                        Term Frequency: 13        
Term: online                         Term Frequency: 13        
Term: doi                            Term Frequency: 12        
Term: use                            Term Frequency: 12        
Term: study                          Term Frequency: 12        
Term: do                             Term Frequency: 12        
Term: teams                          Term Frequency: 12        
Term: paper                          Term Frequency: 12        
Term: different                      Term Frequency: 12        
