Term: learning                       Term Frequency: 157       
Term: self                           Term Frequency: 116       
Term: regulated                      Term Frequency: 77        
Term: students                       Term Frequency: 73        
Term: online                         Term Frequency: 63        
Term: academic                       Term Frequency: 60        
Term: performance                    Term Frequency: 60        
Term: activities                     Term Frequency: 59        
Term: p                              Term Frequency: 44        
Term: 1                              Term Frequency: 39        
Term: r                              Term Frequency: 38        
Term: data                           Term Frequency: 38        
Term: regulation                     Term Frequency: 34        
Term: use                            Term Frequency: 29        
Term: course                         Term Frequency: 28        
Term: educational                    Term Frequency: 28        
Term: from                           Term Frequency: 26        
Term: results                        Term Frequency: 25        
Term: 2                              Term Frequency: 24        
Term: between                        Term Frequency: 23        
Term: were                           Term Frequency: 22        
Term: study                          Term Frequency: 21        
Term: strategy                       Term Frequency: 20        
Term: significant                    Term Frequency: 20        
Term: research                       Term Frequency: 20        
Term: more                           Term Frequency: 20        
Term: 01                             Term Frequency: 19        
Term: new                            Term Frequency: 19        
Term: interactions                   Term Frequency: 19        
Term: strategies                     Term Frequency: 18        
Term: analytics                      Term Frequency: 17        
Term: has                            Term Frequency: 17        
Term: interaction                    Term Frequency: 17        
Term: analysis                       Term Frequency: 17        
Term: student                        Term Frequency: 16        
Term: low                            Term Frequency: 16        
Term: model                          Term Frequency: 16        
Term: using                          Term Frequency: 15        
Term: high                           Term Frequency: 15        
Term: positive                       Term Frequency: 15        
Term: technologies                   Term Frequency: 14        
Term: education                      Term Frequency: 14        
Term: factors                        Term Frequency: 14        
Term: blended                        Term Frequency: 14        
Term: 2013                           Term Frequency: 14        
Term: learners                       Term Frequency: 14        
Term: have                           Term Frequency: 13        
Term: two                            Term Frequency: 13        
Term: we                             Term Frequency: 13        
Term: cluster                        Term Frequency: 13        
Term: about                          Term Frequency: 13        
Term: 3                              Term Frequency: 12        
Term: information                    Term Frequency: 12        
Term: while                          Term Frequency: 12        
Term: when                           Term Frequency: 12        
Term: used                           Term Frequency: 12        
Term: s                              Term Frequency: 11        
Term: final                          Term Frequency: 11        
Term: 10                             Term Frequency: 11        
Term: how                            Term Frequency: 11        
Term: first                          Term Frequency: 11        
Term: level                          Term Frequency: 11        
Term: correlation                    Term Frequency: 11        
Term: also                           Term Frequency: 11        
Term: 4                              Term Frequency: 10        
Term: 5                              Term Frequency: 10        
Term: work                           Term Frequency: 10        
Term: environment                    Term Frequency: 10        
Term: fit                            Term Frequency: 10        
Term: obtained                       Term Frequency: 10        
Term: performing                     Term Frequency: 10        
Term: three                          Term Frequency: 10        
Term: clusters                       Term Frequency: 10        
Term: metacognition                  Term Frequency: 10        
Term: mining                         Term Frequency: 9         
Term: factor                         Term Frequency: 9         
Term: structural                     Term Frequency: 9         
Term: which                          Term Frequency: 9         
Term: relation                       Term Frequency: 9         
Term: through                        Term Frequency: 9         
Term: negative                       Term Frequency: 9         
Term: higher                         Term Frequency: 9         
Term: multiple                       Term Frequency: 8         
Term: e.g                            Term Frequency: 8         
Term: 05                             Term Frequency: 8         
Term: 14                             Term Frequency: 8         
Term: 15                             Term Frequency: 8         
Term: 21                             Term Frequency: 8         
Term: 40                             Term Frequency: 8         
Term: section                        Term Frequency: 8         
Term: than                           Term Frequency: 8         
Term: been                           Term Frequency: 8         
Term: based                          Term Frequency: 8         
Term: face                           Term Frequency: 8         
Term: paper                          Term Frequency: 8         
Term: items                          Term Frequency: 8         
Term: experience                     Term Frequency: 8         
Term: may                            Term Frequency: 8         
Term: models                         Term Frequency: 8         
Term: engineering                    Term Frequency: 8         
Term: designed                       Term Frequency: 8         
Term: identified                     Term Frequency: 8         
