Term: learning                       Term Frequency: 89        
Term: students                       Term Frequency: 56        
Term: i                              Term Frequency: 30        
Term: critical                       Term Frequency: 30        
Term: social                         Term Frequency: 30        
Term: more                           Term Frequency: 29        
Term: dashboard                      Term Frequency: 28        
Term: we                             Term Frequency: 24        
Term: reading                        Term Frequency: 24        
Term: analytics                      Term Frequency: 19        
Term: my                             Term Frequency: 18        
Term: 1                              Term Frequency: 17        
Term: 3                              Term Frequency: 17        
Term: design                         Term Frequency: 16        
Term: network                        Term Frequency: 16        
Term: were                           Term Frequency: 15        
Term: data                           Term Frequency: 15        
Term: from                           Term Frequency: 15        
Term: can                            Term Frequency: 15        
Term: 2                              Term Frequency: 14        
Term: 4                              Term Frequency: 13        
Term: texts                          Term Frequency: 13        
Term: self                           Term Frequency: 13        
Term: pedagogical                    Term Frequency: 13        
Term: others                         Term Frequency: 12        
Term: have                           Term Frequency: 12        
Term: literacy                       Term Frequency: 12        
Term: me                             Term Frequency: 12        
Term: help                           Term Frequency: 12        
Term: you                            Term Frequency: 12        
Term: based                          Term Frequency: 12        
Term: engagement                     Term Frequency: 12        
Term: so                             Term Frequency: 11        
Term: like                           Term Frequency: 11        
Term: each                           Term Frequency: 10        
Term: achievement                    Term Frequency: 10        
Term: skills                         Term Frequency: 10        
Term: research                       Term Frequency: 10        
Term: student                        Term Frequency: 10        
Term: how                            Term Frequency: 10        
Term: collaborative                  Term Frequency: 9         
Term: class                          Term Frequency: 9         
Term: discussion                     Term Frequency: 9         
Term: accounts                       Term Frequency: 9         
Term: s                              Term Frequency: 8         
Term: improve                        Term Frequency: 8         
Term: comments                       Term Frequency: 8         
Term: visualizations                 Term Frequency: 8         
Term: 16                             Term Frequency: 8         
Term: need                           Term Frequency: 8         
Term: useful                         Term Frequency: 8         
Term: them                           Term Frequency: 8         
Term: our                            Term Frequency: 8         
Term: talk                           Term Frequency: 8         
Term: some                           Term Frequency: 8         
Term: its                            Term Frequency: 8         
Term: learners                       Term Frequency: 8         
Term: all                            Term Frequency: 8         
Term: most                           Term Frequency: 8         
Term: also                           Term Frequency: 8         
Term: 5                              Term Frequency: 7         
Term: profile                        Term Frequency: 7         
Term: components                     Term Frequency: 7         
Term: among                          Term Frequency: 7         
Term: who                            Term Frequency: 7         
Term: qualitative                    Term Frequency: 7         
Term: personal                       Term Frequency: 7         
Term: week                           Term Frequency: 7         
Term: 7                              Term Frequency: 6         
Term: better                         Term Frequency: 6         
Term: academic                       Term Frequency: 6         
Term: think                          Term Frequency: 6         
Term: motivation                     Term Frequency: 6         
Term: term                           Term Frequency: 6         
Term: use                            Term Frequency: 6         
Term: progress                       Term Frequency: 6         
Term: work                           Term Frequency: 6         
Term: problematics                   Term Frequency: 6         
Term: classes                        Term Frequency: 6         
Term: web                            Term Frequency: 6         
Term: language                       Term Frequency: 6         
Term: which                          Term Frequency: 6         
Term: practice                       Term Frequency: 6         
Term: than                           Term Frequency: 6         
Term: dispositions                   Term Frequency: 6         
Term: school                         Term Frequency: 6         
Term: 2015                           Term Frequency: 6         
Term: online                         Term Frequency: 6         
Term: people                         Term Frequency: 6         
Term: insights                       Term Frequency: 6         
Term: growth                         Term Frequency: 6         
Term: educational                    Term Frequency: 6         
Term: productive                     Term Frequency: 6         
Term: benefits                       Term Frequency: 6         
Term: see                            Term Frequency: 6         
Term: outcomes                       Term Frequency: 5         
Term: 9                              Term Frequency: 5         
Term: behavioral                     Term Frequency: 5         
Term: 21st                           Term Frequency: 5         
Term: develop                        Term Frequency: 5         
Term: perceived                      Term Frequency: 5         
Term: further                        Term Frequency: 5         
Term: regulated                      Term Frequency: 5         
Term: often                          Term Frequency: 5         
Term: what                           Term Frequency: 5         
Term: levels                         Term Frequency: 5         
Term: user                           Term Frequency: 5         
Term: promoting                      Term Frequency: 5         
Term: innovation                     Term Frequency: 5         
Term: know                           Term Frequency: 5         
Term: development                    Term Frequency: 5         
Term: thus                           Term Frequency: 5         
Term: much                           Term Frequency: 5         
Term: focus                          Term Frequency: 5         
Term: found                          Term Frequency: 5         
Term: has                            Term Frequency: 5         
Term: knowledge                      Term Frequency: 5         
Term: actually                       Term Frequency: 5         
Term: first                          Term Frequency: 5         
Term: paper                          Term Frequency: 5         
Term: lenses                         Term Frequency: 5         
Term: referenced                     Term Frequency: 5         
Term: other                          Term Frequency: 5         
Term: where                          Term Frequency: 5         
Term: evaluative                     Term Frequency: 5         
Term: century                        Term Frequency: 5         
Term: key                            Term Frequency: 5         
Term: feedback                       Term Frequency: 5         
Term: only                           Term Frequency: 5         
Term: behaviors                      Term Frequency: 5         
Term: lens                           Term Frequency: 4         
Term: teacher                        Term Frequency: 4         
Term: low                            Term Frequency: 4         
Term: average                        Term Frequency: 4         
Term: made                           Term Frequency: 4         
Term: may                            Term Frequency: 4         
Term: forward                        Term Frequency: 4         
Term: 15                             Term Frequency: 4         
Term: 18                             Term Frequency: 4         
Term: end                            Term Frequency: 4         
Term: education                      Term Frequency: 4         
Term: pedagogy                       Term Frequency: 4         
Term: engage                         Term Frequency: 4         
Term: section                        Term Frequency: 4         
Term: used                           Term Frequency: 4         
Term: effects                        Term Frequency: 4         
Term: multiliteracies                Term Frequency: 4         
Term: form                           Term Frequency: 4         
Term: cognitive                      Term Frequency: 4         
Term: connective                     Term Frequency: 4         
Term: reciprocal                     Term Frequency: 4         
Term: type                           Term Frequency: 4         
Term: out                            Term Frequency: 4         
Term: get                            Term Frequency: 4         
Term: power                          Term Frequency: 4         
Term: here                           Term Frequency: 4         
Term: scale                          Term Frequency: 4         
Term: your                           Term Frequency: 4         
Term: even                           Term Frequency: 4         
Term: framework                      Term Frequency: 4         
Term: time                           Term Frequency: 4         
Term: ways                           Term Frequency: 4         
Term: evaluation                     Term Frequency: 4         
Term: 2012                           Term Frequency: 4         
Term: thereby                        Term Frequency: 4         
Term: comment                        Term Frequency: 4         
Term: value                          Term Frequency: 4         
Term: indicators                     Term Frequency: 4         
Term: system                         Term Frequency: 4         
Term: view                           Term Frequency: 4         
Term: helpful                        Term Frequency: 4         
Term: critique                       Term Frequency: 4         
Term: literacies                     Term Frequency: 4         
Term: however                        Term Frequency: 4         
Term: views                          Term Frequency: 4         
Term: peers                          Term Frequency: 4         
Term: thinking                       Term Frequency: 4         
Term: high                           Term Frequency: 4         
Term: level                          Term Frequency: 4         
Term: secondary                      Term Frequency: 4         
Term: comparing                      Term Frequency: 4         
Term: limited                        Term Frequency: 4         
Term: 6                              Term Frequency: 3         
Term: provided                       Term Frequency: 3         
Term: enhancing                      Term Frequency: 3         
Term: mindset                        Term Frequency: 3         
Term: quantitative                   Term Frequency: 3         
Term: motivating                     Term Frequency: 3         
Term: networks                       Term Frequency: 3         
Term: reported                       Term Frequency: 3         
Term: measures                       Term Frequency: 3         
Term: impact                         Term Frequency: 3         
Term: attitude                       Term Frequency: 3         
Term: adaptive                       Term Frequency: 3         
Term: regarding                      Term Frequency: 3         
Term: helping                        Term Frequency: 3         
Term: 10                             Term Frequency: 3         
Term: goals                          Term Frequency: 3         
Term: 19                             Term Frequency: 3         
Term: quality                        Term Frequency: 3         
Term: though                         Term Frequency: 3         
Term: many                           Term Frequency: 3         
Term: richer                         Term Frequency: 3         
Term: relating                       Term Frequency: 3         
Term: dimensions                     Term Frequency: 3         
Term: instead                        Term Frequency: 3         
Term: usefulness                     Term Frequency: 3         
Term: fostering                      Term Frequency: 3         
Term: learn                          Term Frequency: 3         
Term: assessment                     Term Frequency: 3         
Term: users                          Term Frequency: 3         
Term: rich                           Term Frequency: 3         
Term: environment                    Term Frequency: 3         
Term: below                          Term Frequency: 3         
Term: around                         Term Frequency: 3         
Term: multimodal                     Term Frequency: 3         
Term: designed                       Term Frequency: 3         
Term: essential                      Term Frequency: 3         
Term: do                             Term Frequency: 3         
Term: meaningful                     Term Frequency: 3         
Term: creativity                     Term Frequency: 3         
Term: digital                        Term Frequency: 3         
Term: very                           Term Frequency: 3         
Term: second                         Term Frequency: 3         
Term: one                            Term Frequency: 3         
Term: life                           Term Frequency: 3         
Term: beyond                         Term Frequency: 3         
Term: capacity                       Term Frequency: 3         
Term: norm                           Term Frequency: 3         
Term: purpose                        Term Frequency: 3         
Term: implementation                 Term Frequency: 3         
Term: groups                         Term Frequency: 3         
Term: replies                        Term Frequency: 3         
Term: component                      Term Frequency: 3         
Term: discuss                        Term Frequency: 3         
Term: psychology                     Term Frequency: 3         
Term: approach                       Term Frequency: 3         
Term: peer                           Term Frequency: 3         
Term: had                            Term Frequency: 3         
Term: intrinsic                      Term Frequency: 3         
Term: methods                        Term Frequency: 3         
Term: dashboard’s                    Term Frequency: 3         
Term: active                         Term Frequency: 3         
Term: trying                         Term Frequency: 3         
Term: 2009                           Term Frequency: 3         
Term: just                           Term Frequency: 3         
Term: 2014                           Term Frequency: 3         
Term: classmates                     Term Frequency: 3         
Term: within                         Term Frequency: 3         
Term: positive                       Term Frequency: 3         
Term: find                           Term Frequency: 3         
Term: experiences                    Term Frequency: 3         
Term: adolescent                     Term Frequency: 3         
Term: best                           Term Frequency: 3         
Term: positioning                    Term Frequency: 3         
Term: designing                      Term Frequency: 3         
Term: collective                     Term Frequency: 3         
Term: performance                    Term Frequency: 3         
Term: providing                      Term Frequency: 3         
