Term: learning                       Term Frequency: 67        
Term: di                             Term Frequency: 64        
Term: we                             Term Frequency: 61        
Term: learners                       Term Frequency: 61        
Term: system                         Term Frequency: 58        
Term: questions                      Term Frequency: 38        
Term: conditions                     Term Frequency: 36        
Term: evaluation                     Term Frequency: 34        
Term: data                           Term Frequency: 33        
Term: adaptive                       Term Frequency: 30        
Term: systems                        Term Frequency: 29        
Term: curves                         Term Frequency: 29        
Term: rate                           Term Frequency: 28        
Term: error                          Term Frequency: 27        
Term: use                            Term Frequency: 26        
Term: erent                          Term Frequency: 23        
Term: have                           Term Frequency: 21        
Term: knowledge                      Term Frequency: 21        
Term: educational                    Term Frequency: 21        
Term: k                              Term Frequency: 20        
Term: practice                       Term Frequency: 20        
Term: time                           Term Frequency: 20        
Term: from                           Term Frequency: 20        
Term: which                          Term Frequency: 19        
Term: answers                        Term Frequency: 19        
Term: number                         Term Frequency: 19        
Term: figure                         Term Frequency: 19        
Term: results                        Term Frequency: 18        
Term: learner                        Term Frequency: 18        
Term: can                            Term Frequency: 18        
Term: 1                              Term Frequency: 17        
Term: attrition                      Term Frequency: 17        
Term: random                         Term Frequency: 17        
Term: also                           Term Frequency: 17        
Term: question                       Term Frequency: 16        
Term: condition                      Term Frequency: 16        
Term: each                           Term Frequency: 16        
Term: bias                           Term Frequency: 16        
Term: open                           Term Frequency: 16        
Term: 2                              Term Frequency: 15        
Term: choice                         Term Frequency: 15        
Term: first                          Term Frequency: 15        
Term: however                        Term Frequency: 15        
Term: contexts                       Term Frequency: 15        
Term: 6                              Term Frequency: 14        
Term: e.g                            Term Frequency: 14        
Term: culty                          Term Frequency: 14        
Term: analysis                       Term Frequency: 14        
Term: has                            Term Frequency: 14        
Term: tion                           Term Frequency: 14        
Term: reference                      Term Frequency: 14        
Term: more                           Term Frequency: 14        
Term: our                            Term Frequency: 13        
Term: 2015                           Term Frequency: 13        
Term: within                         Term Frequency: 13        
Term: too                            Term Frequency: 12        
Term: shows                          Term Frequency: 12        
Term: may                            Term Frequency: 12        
Term: options                        Term Frequency: 12        
Term: based                          Term Frequency: 12        
Term: used                           Term Frequency: 11        
Term: survival                       Term Frequency: 11        
Term: online                         Term Frequency: 11        
Term: using                          Term Frequency: 11        
Term: case                           Term Frequency: 11        
Term: item                           Term Frequency: 11        
Term: between                        Term Frequency: 11        
Term: impact                         Term Frequency: 10        
Term: easy                           Term Frequency: 10        
Term: 10                             Term Frequency: 10        
Term: adaptivity                     Term Frequency: 10        
Term: research                       Term Frequency: 10        
Term: previous                       Term Frequency: 10        
Term: other                          Term Frequency: 10        
Term: 4                              Term Frequency: 9         
Term: 5                              Term Frequency: 9         
Term: e                              Term Frequency: 9         
Term: evaluate                       Term Frequency: 9         
Term: cult                           Term Frequency: 9         
Term: context                        Term Frequency: 9         
Term: distribution                   Term Frequency: 9         
Term: both                           Term Frequency: 9         
Term: behaviour                      Term Frequency: 9         
Term: 3                              Term Frequency: 8         
Term: con                            Term Frequency: 8         
Term: length                         Term Frequency: 8         
Term: selection                      Term Frequency: 8         
Term: pages                          Term Frequency: 8         
Term: nek                            Term Frequency: 8         
Term: i.e                            Term Frequency: 8         
Term: most                           Term Frequency: 8         
Term: same                           Term Frequency: 7         
Term: n                              Term Frequency: 7         
Term: s                              Term Frequency: 7         
Term: top                            Term Frequency: 7         
Term: provide                        Term Frequency: 7         
Term: randomly                       Term Frequency: 7         
Term: whereas                        Term Frequency: 7         
Term: curve                          Term Frequency: 7         
Term: step                           Term Frequency: 7         
Term: work                           Term Frequency: 7         
Term: probability                    Term Frequency: 7         
Term: do                             Term Frequency: 7         
Term: one                            Term Frequency: 7         
Term: thus                           Term Frequency: 7         
Term: all                            Term Frequency: 7         
Term: construction                   Term Frequency: 7         
Term: any                            Term Frequency: 7         
Term: fitted                         Term Frequency: 7         
Term: target                         Term Frequency: 7         
Term: experimental                   Term Frequency: 7         
Term: weibull                        Term Frequency: 7         
Term: 7                              Term Frequency: 6         
Term: multiple                       Term Frequency: 6         
Term: distractors                    Term Frequency: 6         
Term: motivation                     Term Frequency: 6         
Term: particular                     Term Frequency: 6         
Term: average                        Term Frequency: 6         
Term: compare                        Term Frequency: 6         
Term: test                           Term Frequency: 6         
Term: due                            Term Frequency: 6         
Term: about                          Term Frequency: 6         
Term: 11                             Term Frequency: 6         
Term: 20                             Term Frequency: 6         
Term: stay                           Term Frequency: 6         
Term: stem                           Term Frequency: 6         
Term: parameter                      Term Frequency: 6         
Term: least                          Term Frequency: 6         
Term: education                      Term Frequency: 6         
Term: specific                       Term Frequency: 6         
Term: who                            Term Frequency: 6         
Term: re                             Term Frequency: 6         
Term: analyze                        Term Frequency: 6         
Term: school                         Term Frequency: 6         
Term: evaluations                    Term Frequency: 6         
Term: been                           Term Frequency: 6         
Term: prior                          Term Frequency: 6         
Term: erences                        Term Frequency: 6         
Term: where                          Term Frequency: 6         
Term: collected                      Term Frequency: 6         
Term: only                           Term Frequency: 6         
Term: 8                              Term Frequency: 5         
Term: after                          Term Frequency: 5         
Term: ques                           Term Frequency: 5         
Term: part                           Term Frequency: 5         
Term: graph                          Term Frequency: 5         
Term: make                           Term Frequency: 5         
Term: 12                             Term Frequency: 5         
Term: 15                             Term Frequency: 5         
Term: 16                             Term Frequency: 5         
Term: 17                             Term Frequency: 5         
Term: attempts                       Term Frequency: 5         
Term: version                        Term Frequency: 5         
Term: useful                         Term Frequency: 5         
Term: ers                            Term Frequency: 5         
Term: countries                      Term Frequency: 5         
Term: when                           Term Frequency: 5         
Term: fit                            Term Frequency: 5         
Term: ek                             Term Frequency: 5         
Term: than                           Term Frequency: 5         
Term: so                             Term Frequency: 5         
Term: slepemapy                      Term Frequency: 5         
Term: techniques                     Term Frequency: 5         
Term: groups                         Term Frequency: 5         
Term: mastery                        Term Frequency: 5         
Term: approach                       Term Frequency: 5         
Term: even                           Term Frequency: 5         
Term: erence                         Term Frequency: 5         
Term: given                          Term Frequency: 5         
Term: group                          Term Frequency: 5         
Term: answer                         Term Frequency: 5         
Term: return                         Term Frequency: 5         
Term: adaptivelearning               Term Frequency: 5         
Term: constructed                    Term Frequency: 5         
Term: performance                    Term Frequency: 5         
Term: respect                        Term Frequency: 5         
Term: 000                            Term Frequency: 5         
Term: engagement                     Term Frequency: 5         
Term: response                       Term Frequency: 5         
Term: 9                              Term Frequency: 4         
Term: example                        Term Frequency: 4         
Term: b                              Term Frequency: 4         
Term: x                              Term Frequency: 4         
Term: experiment                     Term Frequency: 4         
Term: order                          Term Frequency: 4         
Term: function                       Term Frequency: 4         
Term: comparison                     Term Frequency: 4         
Term: does                           Term Frequency: 4         
Term: complicates                    Term Frequency: 4         
Term: right                          Term Frequency: 4         
Term: attempt                        Term Frequency: 4         
Term: 14                             Term Frequency: 4         
Term: 18                             Term Frequency: 4         
Term: estimation                     Term Frequency: 4         
Term: appropriate                    Term Frequency: 4         
Term: users                          Term Frequency: 4         
Term: similar                        Term Frequency: 4         
Term: fully                          Term Frequency: 4         
Term: students                       Term Frequency: 4         
Term: way                            Term Frequency: 4         
Term: explicit                       Term Frequency: 4         
Term: user                           Term Frequency: 4         
Term: survivor                       Term Frequency: 4         
Term: de                             Term Frequency: 4         
Term: er                             Term Frequency: 4         
Term: student                        Term Frequency: 4         
Term: analyzed                       Term Frequency: 4         
Term: cases                          Term Frequency: 4         
Term: out                            Term Frequency: 4         
Term: like                           Term Frequency: 4         
Term: confidence                     Term Frequency: 4         
Term: standard                       Term Frequency: 4         
Term: external                       Term Frequency: 4         
Term: facts                          Term Frequency: 4         
Term: methods                        Term Frequency: 4         
Term: mostly                         Term Frequency: 4         
Term: 2013                           Term Frequency: 4         
Term: since                          Term Frequency: 4         
Term: mainly                         Term Frequency: 4         
Term: ing                            Term Frequency: 4         
Term: setting                        Term Frequency: 4         
