Term: learning                       Term Frequency: 94        
Term: which                          Term Frequency: 87        
Term: knowledge                      Term Frequency: 87        
Term: assessment                     Term Frequency: 68        
Term: epistemic                      Term Frequency: 65        
Term: we                             Term Frequency: 63        
Term: beliefs                        Term Frequency: 63        
Term: may                            Term Frequency: 58        
Term: approaches                     Term Frequency: 52        
Term: analytics                      Term Frequency: 50        
Term: information                    Term Frequency: 40        
Term: pedagogy                       Term Frequency: 36        
Term: epistemology                   Term Frequency: 34        
Term: how                            Term Frequency: 32        
Term: students                       Term Frequency: 32        
Term: context                        Term Frequency: 31        
Term: 1                              Term Frequency: 30        
Term: education                      Term Frequency: 28        
Term: have                           Term Frequency: 27        
Term: our                            Term Frequency: 27        
Term: epistemological                Term Frequency: 27        
Term: section                        Term Frequency: 26        
Term: approach                       Term Frequency: 26        
Term: those                          Term Frequency: 26        
Term: between                        Term Frequency: 26        
Term: example                        Term Frequency: 26        
Term: thus                           Term Frequency: 25        
Term: sociocultural                  Term Frequency: 24        
Term: based                          Term Frequency: 24        
Term: what                           Term Frequency: 24        
Term: one                            Term Frequency: 24        
Term: some                           Term Frequency: 24        
Term: might                          Term Frequency: 23        
Term: particular                     Term Frequency: 22        
Term: about                          Term Frequency: 22        
Term: used                           Term Frequency: 22        
Term: more                           Term Frequency: 22        
Term: can                            Term Frequency: 22        
Term: 2                              Term Frequency: 20        
Term: use                            Term Frequency: 20        
Term: student                        Term Frequency: 20        
Term: understanding                  Term Frequency: 19        
Term: from                           Term Frequency: 19        
Term: trace                          Term Frequency: 19        
Term: other                          Term Frequency: 19        
Term: paper                          Term Frequency: 18        
Term: data                           Term Frequency: 18        
Term: discourse                      Term Frequency: 18        
Term: relationship                   Term Frequency: 17        
Term: analysis                       Term Frequency: 17        
Term: while                          Term Frequency: 16        
Term: ways                           Term Frequency: 16        
Term: educational                    Term Frequency: 16        
Term: however                        Term Frequency: 16        
Term: resources                      Term Frequency: 16        
Term: 3                              Term Frequency: 15        
Term: high                           Term Frequency: 15        
Term: view                           Term Frequency: 15        
Term: also                           Term Frequency: 15        
Term: explore                        Term Frequency: 14        
Term: al                             Term Frequency: 14        
Term: et                             Term Frequency: 14        
Term: tools                          Term Frequency: 14        
Term: self                           Term Frequency: 14        
Term: particularly                   Term Frequency: 14        
Term: pragmatic                      Term Frequency: 14        
Term: through                        Term Frequency: 14        
Term: e.g                            Term Frequency: 13        
Term: systems                        Term Frequency: 13        
Term: tool                           Term Frequency: 13        
Term: 2012                           Term Frequency: 13        
Term: learners                       Term Frequency: 13        
Term: 5                              Term Frequency: 12        
Term: theory                         Term Frequency: 12        
Term: focus                          Term Frequency: 12        
Term: world                          Term Frequency: 12        
Term: should                         Term Frequency: 12        
Term: regarding                      Term Frequency: 12        
Term: ideas                          Term Frequency: 12        
Term: development                    Term Frequency: 12        
Term: regimes                        Term Frequency: 12        
Term: given                          Term Frequency: 12        
Term: 2009                           Term Frequency: 12        
Term: 2008                           Term Frequency: 12        
Term: nature                         Term Frequency: 12        
Term: implications                   Term Frequency: 11        
Term: than                           Term Frequency: 11        
Term: could                          Term Frequency: 11        
Term: internet                       Term Frequency: 11        
Term: out                            Term Frequency: 11        
Term: cognition                      Term Frequency: 11        
Term: perspective                    Term Frequency: 11        
Term: truth                          Term Frequency: 11        
Term: both                           Term Frequency: 11        
Term: see                            Term Frequency: 11        
Term: over                           Term Frequency: 11        
Term: role                           Term Frequency: 10        
Term: make                           Term Frequency: 10        
Term: meaning                        Term Frequency: 10        
Term: relationships                  Term Frequency: 10        
Term: success                        Term Frequency: 10        
Term: whether                        Term Frequency: 10        
Term: time                           Term Frequency: 10        
Term: number                         Term Frequency: 10        
Term: curriculum                     Term Frequency: 10        
Term: important                      Term Frequency: 10        
Term: social                         Term Frequency: 10        
Term: research                       Term Frequency: 10        
Term: when                           Term Frequency: 10        
Term: claim                          Term Frequency: 10        
Term: assessments                    Term Frequency: 10        
Term: activity                       Term Frequency: 10        
Term: facts                          Term Frequency: 10        
Term: within                         Term Frequency: 10        
Term: any                            Term Frequency: 10        
Term: where                          Term Frequency: 10        
Term: set                            Term Frequency: 10        
Term: x                              Term Frequency: 9         
Term: further                        Term Frequency: 9         
Term: 12                             Term Frequency: 9         
Term: many                           Term Frequency: 9         
Term: useful                         Term Frequency: 9         
Term: way                            Term Frequency: 9         
Term: why                            Term Frequency: 9         
Term: do                             Term Frequency: 9         
Term: likely                         Term Frequency: 9         
Term: up                             Term Frequency: 9         
Term: has                            Term Frequency: 9         
Term: validity                       Term Frequency: 9         
Term: technology                     Term Frequency: 9         
Term: well                           Term Frequency: 9         
Term: rather                         Term Frequency: 9         
Term: knowing                        Term Frequency: 9         
Term: models                         Term Frequency: 9         
Term: search                         Term Frequency: 9         
Term: external                       Term Frequency: 9         
Term: process                        Term Frequency: 9         
Term: 6                              Term Frequency: 8         
Term: s                              Term Frequency: 8         
Term: two                            Term Frequency: 8         
Term: being                          Term Frequency: 8         
Term: psychological                  Term Frequency: 8         
Term: work                           Term Frequency: 8         
Term: evidence                       Term Frequency: 8         
Term: users                          Term Frequency: 8         
Term: skills                         Term Frequency: 8         
Term: notions                        Term Frequency: 8         
Term: so                             Term Frequency: 8         
Term: discussed                      Term Frequency: 8         
Term: action                         Term Frequency: 8         
Term: access                         Term Frequency: 8         
Term: feedback                       Term Frequency: 8         
Term: less                           Term Frequency: 8         
Term: does                           Term Frequency: 8         
