Word                           CF TF-IDF
-----------------------------------
bte                            11.793757559675136
tailoring                      9.234904220035176
e2coach                        8.824083751717616
chcr                           7.167861462671506
untailored                     5.625896097003629
church st.                     5.625896097003629
mts                            5.625896097003629
testimonials                   5.625896097003629
disparities                    4.70400120252467
um physics department          4.083930731335753
smoking                        4.083930731335753
michigan gpa                   4.083930731335753
kate                           4.083930731335753
cessation                      4.083930731335753
um science                     4.083930731335753
premedical                     4.083930731335753
nglc                           4.0410160109117825
michigan department            3.50400120252467
psychosocial                   3.3693341350164467
portrait                       2.868360018186304
