Word                           CF TF-IDF
-----------------------------------
beale                          2.8273440072745215
reference frame                2.7693341350164467
sistency                       2.5419653656678767
metafora metafora              2.5419653656678767
analytics workbench1           2.5419653656678767
analysis feedback              2.5419653656678767
alyssa wise                    2.5419653656678767
abowd                          2.5419653656678767
instructee                     2.5419653656678767
j. finlay                      2.5419653656678767
monopolistic                   2.5419653656678767
tickers                        2.5419653656678767
underlayed                     2.5419653656678767
finalization                   2.5419653656678767
explorable                     2.5419653656678767
accentuated                    2.5419653656678767
congruence                     2.5419653656678767
abowds                         2.5419653656678767
dix                            2.5419653656678767
tu clausthal                   2.5419653656678767
