Word                           CF TF-IDF
-----------------------------------
qualifiers                     4.083930731335753
paves                          2.5419653656678767
ccst9003                       2.5419653656678767
lu tian1                       2.5419653656678767
beaumont                       2.5419653656678767
methodology wikis              2.5419653656678767
svn                            2.5419653656678767
endophoric                     2.5419653656678767
calado                         2.5419653656678767
glosses                        2.5419653656678767
bsim4018 data                  2.5419653656678767
forehand                       2.5419653656678767
kong                           2.5419653656678767
adarsh                         2.5419653656678767
wiki xiao hu1                  2.5419653656678767
dalip                          2.5419653656678767
cristo                         2.5419653656678767
evidentials                    2.5419653656678767
features coefficients          2.5419653656678767
bsim3004 information retrieval 2.5419653656678767
