Word                           TF-IDF
-----------------------------------
ali                            411.9817132756238
assistments                    170.845766634899
testbed                        165.7768829101089
rces                           85.95838373116757
posttest                       79.02955302683083
data                           75.32946145757323
condition                      67.90932756307767
file                           66.60267807461996
assignment                     65.8382816739815
student                        62.1765186612964
researchers                    56.522375379983245
experiment                     52.64604916027508
researcher                     50.07127187328824
control                        50.02560247885209
learning                       49.75632521173237
conditions                     49.207755593217165
infrastructure                 47.63521184054209
within                         45.476869307480285
attrition                      45.1620756246071
routing                        43.59112180021929
