Word                           TF-IDF
-----------------------------------
ctm                            141.21734470120387
problems                       77.54253717486584
perplexity                     55.2589609700363
xxnumxx                        49.11907641781004
assistments                    45.99693717093435
topics                         43.15285762450995
skill                          39.55847589710638
topic                          38.38722395287733
skills                         37.26840956567229
words                          37.133502796040574
xxmanynumxx                    36.83930731335753
xxdecimalxx                    36.83930731335753
mathematics                    32.834079400880384
problem                        31.477275462057978
models                         28.311240879076554
fraction                       27.837957938212504
modeling                       26.75651820075455
symbols                        26.343184342276942
html                           24.699214128911578
rnns                           24.55953820890502
