Word                           TF-IDF
-----------------------------------
laser                          49.11907641781004
beam                           49.11907641781004
ship                           38.08027917239205
splitter                       36.83930731335753
beams                          36.83930731335753
fractions                      36.78408154246641
splitting                      31.678035265994687
microgenetic                   26.153059795309346
students                       26.007467126429113
mathematics                    25.921641632273985
transitions                    23.188548200802746
experimenting                  23.139061772987322
refraction                     21.795560900109646
game                           20.331529451497392
rational                       18.82537481395925
pathways                       18.586764108746674
fraction                       18.558638625475005
nanogenetic                    18.419653656678765
splitters                      18.419653656678765
learning                       18.220626133873825
