Word                           TF-IDF
-----------------------------------
learning                       236.86813974035974
regulation                     211.47963519139526
students                       122.6066307388801
cluster                        115.54908893835749
resources                      113.18951227709826
differences                    103.10766402513701
course                         102.83189011194482
use                            81.919003878821
regulate                       74.23455450190002
recourses                      70.63802683640552
lectures                       68.19042134791835
ils                            65.38668270032893
blended                        59.97734722750085
strategies                     59.694860392451176
clusters                       50.64185666032054
lms                            49.87807830504718
external                       47.10834252500736
regulated                      41.98967688570802
analytics                      41.82279839771324
assessments                    41.27102082011763
