Word                           TF-IDF
-----------------------------------
srl                            162.02108235464473
jol                            130.77336540065787
ce                             83.514318996143
metatutor                      76.1605583447841
latent                         67.82339243017246
jols                           55.2589609700363
lta                            49.11907641781004
class                          48.71329446839243
learning                       46.25235864752587
metacognitive                  44.376057964690254
students                       39.44902021248664
judgments                      30.93106437579167
metamemory                     30.699422761131277
judgment                       29.50452451628514
profiles                       26.552980801677002
lca                            24.55953820890502
transitioning                  23.758526449496017
phase                          22.90341666193442
overconfident                  21.795560900109646
probabilities                  21.63425958055285
