Word                           TF-IDF
-----------------------------------
snappet                        50.455733454575366
aet                            49.11907641781004
arithmetic                     45.86996909655007
condition                      36.31648591829105
schoolyear                     27.244451125137058
adaptive                       27.13549447338207
exercises                      24.65336553593903
ability                        21.263007499168275
learning                       20.323006072397728
analytics                      19.888657012009556
students                       19.352349538200993
children                       16.977331890769417
embedded                       16.80441340014264
control                        16.18475374315803
extracted                      15.35935450441174
grade                          14.230263703886205
technology                     13.64789762315797
arithmetic scores              12.27976910445251
educational                    10.898450699814731
scares                         10.897780450054823
