Word                           TF-IDF
-----------------------------------
oaai                           38.08027917239205
data                           37.083584794890704
predictive                     31.372825481935806
kettle                         30.699422761131277
alert                          27.99311792380535
marist                         25.227866727287683
academic                       24.85549475430555
integration                    23.01626692015001
portability                    21.794216496091124
etl                            20.182293381830146
models                         20.08250235258556
stages                         19.47763717704636
risk                           19.192287695373366
demonstration                  17.82863748590968
weka                           16.427477561047983
modelling                      15.070226943586457
training                       12.807237333497586
potency                        12.27976910445251
pentaho kettle                 12.27976910445251
prd                            12.27976910445251
